Transaction Date,Opening Price,High Price,Low Price,Close Price,Turnover Volume,Turnover Amount
2019/4/4,4.65,4.81,4.55,4.61,48368668,224286144
2019/4/8,4.61,4.67,4.4,4.49,38018597,172551760
2019/4/9,4.56,4.72,4.53,4.71,56298636,262169696
2019/4/10,4.79,5.06,4.65,4.77,81821988,396565792
2019/4/11,4.74,5.15,4.66,5.03,80523629,395097408
2019/4/12,4.95,4.97,4.73,4.82,58280710,282354816
2019/4/15,4.83,4.92,4.73,4.73,38211584,184073248
2019/4/16,4.67,4.78,4.52,4.77,37587208,174408896
2019/4/17,4.7,5.18,4.65,4.94,73614182,361983488
2019/4/18,4.91,5.05,4.81,4.84,46854948,230121248
2019/4/19,4.81,5.2,4.71,5.15,82638921,415624576
2019/4/22,5.12,5.54,5.02,5.18,74732840,392947680
2019/4/23,5.22,5.49,5.16,5.32,72678514,387742176
2019/4/24,5.4,5.85,5.21,5.85,78823831,438434784
2019/4/25,5.9,6.44,5.79,6.2,168163430,1056276992
2019/4/26,6,6.2,5.58,5.95,135132419,795304192
2019/4/29,5.75,5.79,5.36,5.36,46927220,254478544
2019/4/30,4.87,5.14,4.82,4.82,76903007,375590944
2019/5/6,4.51,4.69,4.34,4.36,56886615,254268928
2019/5/7,4.39,4.79,4.39,4.76,49441482,223769936
2019/5/8,4.59,4.86,4.45,4.61,41833473,195462016
2019/5/9,4.55,4.65,4.39,4.4,30365408,136642800
2019/5/10,4.49,4.58,4.03,4.57,36274570,161463200
2019/5/13,4.44,4.53,4.11,4.24,50652469,216582160
2019/5/14,4.18,4.28,4.08,4.17,25440834,106559552
2019/5/15,4.26,4.34,4.15,4.29,37253496,158761920
2019/5/16,4.29,4.57,4.29,4.43,41684034,185182032
2019/5/17,4.45,4.46,4.2,4.22,38902720,166891616
2019/5/20,4.19,4.21,4.01,4.16,23583701,96934240
2019/5/21,4.16,4.27,4.1,4.24,16912167,71319896
2019/5/22,4.22,4.26,4.12,4.16,15707241,65683976
2019/5/23,4.12,4.15,4.02,4.04,18114740,73447112
2019/5/24,4.01,4.21,4.01,4.1,13784019,56439956
2019/5/27,4.07,4.23,4.05,4.21,15777482,65704256
2019/5/28,4.17,4.24,4.11,4.15,15075473,62964292
2019/5/29,4.14,4.35,4.11,4.28,30132538,128956560
2019/5/30,4.26,4.27,4.15,4.23,13020871,54641064
2019/5/31,4.19,4.37,4.14,4.23,15732507,67303584
2019/6/3,4.19,4.26,4.11,4.13,12637773,52705784
2019/6/4,4.13,4.2,4.1,4.16,10465683,43349960
2019/6/5,4.2,4.24,4.17,4.18,10144880,42680344
2019/6/6,4.15,4.22,4.1,4.15,9711804,40391496
2019/6/10,4.18,4.23,4.13,4.15,11460071,47823700
2019/6/11,4.12,4.3,4.07,4.29,20422695,85958088
2019/6/12,4.26,4.28,4.16,4.18,16838672,70947552
2019/6/13,4.18,4.25,4.14,4.21,18277965,76738536
2019/6/14,4.19,4.21,4.07,4.09,14406022,59455952
2019/6/17,4.1,4.17,4.06,4.12,6814240,28037796
2019/6/18,4.12,4.12,4.08,4.11,5165820,21146484
2019/6/19,4.17,4.21,4.13,4.14,9847740,40898188
2019/6/20,4.13,4.19,4.09,4.16,12668705,52480848
2019/6/21,4.18,4.24,4.16,4.2,19485856,81747160
2019/6/24,4.19,4.23,4.17,4.2,12133028,50948252
2019/6/25,4.2,4.2,4.07,4.11,15658800,64330588
2019/6/26,4.1,4.18,4.07,4.11,9839140,40630288
2019/6/27,4.1,4.13,4.05,4.07,17191080,70215336
2019/6/28,4.07,4.07,3.84,3.85,28249987,110526448
2019/7/1,3.95,3.98,3.87,3.91,18960904,74186872
2019/7/2,3.95,4.3,3.93,4.3,42833359,181781488
2019/7/3,4.31,4.73,4.25,4.47,106804670,472956480
2019/7/4,4.31,4.43,4.23,4.32,52980592,229140176
2019/7/5,4.27,4.37,4.18,4.35,41744112,178001744
2019/7/8,4.3,4.3,4.03,4.07,34860920,144558800
2019/7/9,4.04,4.48,4.02,4.48,75587511,336673120
2019/7/10,4.55,4.84,4.44,4.62,149339412,694165952
2019/7/11,4.59,4.73,4.51,4.53,76991990,354056320
2019/7/12,4.56,4.69,4.46,4.53,47343357,216339504
2019/7/15,4.52,4.7,4.3,4.64,57281638,257696944
2019/7/16,4.58,4.7,4.51,4.57,49423848,227213104
2019/7/17,4.55,4.55,4.41,4.45,44993924,201110080
2019/7/18,4.4,4.42,4.31,4.39,33107445,144251440
2019/7/19,4.38,4.62,4.37,4.48,49174251,222016736
2019/7/22,4.48,4.93,4.4,4.58,68821865,320808608
2019/7/23,4.52,4.75,4.52,4.67,56500044,262714704
2019/7/24,4.68,4.74,4.59,4.63,54218834,252101296
2019/7/25,4.6,4.7,4.56,4.63,41616897,193526512
2019/7/26,4.58,4.6,4.46,4.5,30540301,137821184
2019/7/29,4.47,4.88,4.47,4.8,71634523,335376448
2019/7/30,4.74,4.78,4.67,4.71,46180884,217657504
2019/7/31,4.7,4.73,4.63,4.65,28004340,130791616
2019/8/1,4.61,4.75,4.58,4.73,31866598,149064672
2019/8/2,4.6,4.66,4.5,4.59,35299046,162348960
2019/8/5,4.57,4.73,4.49,4.63,37296639,172664720
2019/8/6,4.51,4.79,4.48,4.69,54046463,251128288
2019/8/7,4.72,4.75,4.55,4.55,29866995,138114688
2019/8/8,4.53,4.58,4.41,4.5,26659813,119907112
2019/8/9,4.54,4.54,4.11,4.3,39120585,169702816
2019/8/12,4.24,4.28,4.09,4.28,19836918,83337824
2019/8/13,4.23,4.24,4.11,4.13,21308418,88418512
2019/8/14,4.19,4.22,4.13,4.14,15119480,62994832
2019/8/15,4.01,4.13,3.95,4.08,18344413,74396752
2019/8/16,4.08,4.17,4.07,4.12,15160461,62528280
2019/8/19,4.16,4.27,4.13,4.25,19781611,83461416
2019/8/20,4.25,4.34,4.2,4.23,17806980,75922976
2019/8/21,4.25,4.28,4.18,4.28,15300300,64750128
2019/8/22,4.26,4.31,4.23,4.26,11303120,48061304
2019/8/23,4.27,4.34,4.17,4.18,16063605,68196808
2019/8/26,4.07,4.21,4.03,4.15,14650400,60765228
2019/8/27,4.16,4.26,4.15,4.23,15535660,65524816
2019/8/28,4.24,4.31,4.22,4.25,17678032,75256912
2019/8/29,4.3,4.3,4.15,4.16,18083629,75880280
2019/8/30,4.18,4.24,4.08,4.14,18825870,78156368
2019/9/2,4.11,4.23,4.11,4.22,20174767,84592576
2019/9/3,4.22,4.4,4.17,4.38,41481748,178456464
2019/9/4,4.31,4.38,4.28,4.32,24864362,107413680
2019/9/5,4.36,4.42,4.32,4.35,25414623,111057632
2019/9/6,4.36,4.38,4.27,4.3,16867805,72800136
2019/9/9,4.36,4.43,4.29,4.42,31927123,138892400
2019/9/10,4.41,4.51,4.38,4.48,28533559,127067768
2019/9/11,4.5,4.55,4.45,4.45,24951119,112128544
2019/9/12,4.46,4.63,4.42,4.57,31141689,141171488
2019/9/16,4.6,4.78,4.55,4.71,42293450,197855104
2019/9/17,4.69,4.78,4.6,4.65,39071123,183163552
2019/9/18,4.67,4.73,4.56,4.57,24202870,111720760
2019/9/19,4.62,5.03,4.53,5.03,89057729,435859648
2019/9/20,4.93,5.34,4.78,5.07,118375674,590424128
2019/9/23,4.9,5.3,4.88,5.13,79476306,407177184
2019/9/24,5.05,5.21,4.98,5.02,53711132,273183584
2019/9/25,5.04,5.04,4.83,4.83,45151757,221632848
2019/9/26,4.86,5.19,4.56,5.03,71193549,346193440
2019/9/27,4.97,5.03,4.76,4.79,40218436,196872752
2019/9/30,4.81,4.87,4.65,4.68,24637365,116697376
2019/10/8,4.69,4.78,4.61,4.73,19725732,92498736
2019/10/9,4.69,5.2,4.66,5.08,77508034,392981920
2019/10/10,5.07,5.22,5.01,5.16,75190274,386150496
2019/10/11,5.18,5.26,5.03,5.09,49001704,251583056
2019/10/14,5.2,5.21,5.03,5.12,47487579,242088720
2019/10/15,5.06,5.1,4.84,4.87,38420623,189436704
2019/10/16,4.95,5.04,4.8,4.92,33347528,164265088
2019/10/17,4.81,4.97,4.76,4.93,26528219,128790016
2019/10/18,4.93,4.93,4.67,4.7,21401160,102630488
2019/10/21,4.7,4.75,4.46,4.55,20933562,95778648
2019/10/22,4.56,4.63,4.54,4.6,13112343,60095188
2019/10/23,4.6,4.63,4.54,4.58,10412563,47770696
2019/10/24,4.58,4.59,4.47,4.49,11595096,52374948
2019/10/25,4.5,4.58,4.41,4.57,12511856,56283920
2019/10/28,4.54,4.74,4.53,4.66,18008849,84015960
2019/10/29,4.66,4.67,4.55,4.59,10914314,50109340
2019/10/30,4.56,4.58,4.45,4.52,9572488,43264224
2019/10/31,4.62,4.67,4.55,4.57,15765060,72611624
2019/11/1,4.55,4.73,4.49,4.71,19282928,90178336
2019/11/4,4.7,4.9,4.69,4.84,21520078,103935872
2019/11/5,4.87,4.9,4.78,4.84,14124947,68469264
2019/11/6,4.87,4.94,4.72,4.83,18902316,90906784
2019/11/7,4.83,4.85,4.74,4.79,11974999,57434816
2019/11/8,4.85,4.93,4.74,4.81,16169783,78226864
2019/11/11,4.8,4.92,4.67,4.89,25949224,125769176
2019/11/12,4.81,5.01,4.78,5,29709958,145862608
2019/11/13,4.96,5.15,4.81,4.85,31528240,157396560
2019/11/14,4.9,5.1,4.85,5.04,31682544,158644032
2019/11/15,4.98,5.11,4.92,4.99,21230578,106531096
2019/11/18,4.92,5.27,4.91,5.19,45385220,233818832
2019/11/19,5.18,5.25,5.11,5.22,28791917,149755616
2019/11/20,5.24,5.24,5.09,5.13,22480096,115668296
2019/11/21,5.1,5.19,5.05,5.08,20157462,102752272
2019/11/22,5.13,5.26,5.07,5.19,31283780,161624704
2019/11/25,5.23,5.24,4.78,4.93,36307158,181107280
2019/11/26,5.14,5.33,4.76,4.78,83136965,417348768
2019/11/27,4.5,4.5,4.3,4.33,79667729,346815456
2019/11/28,4.28,4.37,4.18,4.29,21227234,91062992
2019/11/29,4.29,4.32,4.22,4.31,13110959,56225564
2019/12/2,4.3,4.33,4.2,4.22,14827816,63017596
2019/12/3,4.18,4.21,4.09,4.19,17294162,71728168
2019/12/4,4.17,4.33,4.15,4.25,17166441,73040360
2019/12/5,4.28,4.28,4.21,4.25,12414625,52731364
2019/12/6,4.26,4.26,4.2,4.24,10150119,42891272
2019/12/9,4.29,4.35,4.25,4.32,18567419,79825304
2019/12/10,4.33,4.33,4.26,4.3,12068186,51787612
2019/12/11,4.3,4.3,4.23,4.24,11914880,50681860
2019/12/12,4.24,4.27,4.2,4.23,10223815,43304284
2019/12/13,4.26,4.27,4.22,4.26,14063619,59706012
2019/12/16,4.27,4.4,4.26,4.38,22228868,96562224
2019/12/17,4.36,4.45,4.35,4.41,20649195,90937056
2019/12/18,4.43,4.53,4.39,4.45,23586500,105422752
2019/12/19,4.43,4.57,4.43,4.52,19815008,89520976
2019/12/20,4.54,4.58,4.45,4.48,15940860,71815824
2019/12/23,4.45,4.46,4.31,4.32,20668882,90341912
2019/12/24,4.37,4.48,4.35,4.47,16097917,71397384
2019/12/25,4.48,4.49,4.37,4.37,30537638,134499712
2019/12/26,4.37,4.42,4.33,4.38,18802808,82191200
2019/12/27,4.44,4.55,4.35,4.37,29633789,131165584
2019/12/30,4.31,4.34,4.15,4.27,29059962,123165800
2019/12/31,4.31,4.32,4.21,4.25,25358100,107675024
2020/1/2,4.28,4.39,4.24,4.37,28848273,124603240
2020/1/3,4.37,4.42,4.34,4.4,24047759,105455728
2020/1/6,4.4,4.66,4.36,4.55,51736824,235421712
2020/1/7,4.56,4.67,4.52,4.64,41190927,189800368
2020/1/8,4.64,4.74,4.59,4.71,49630543,232077760
2020/1/9,4.67,4.75,4.62,4.67,40435004,188676192
2020/1/10,4.67,4.71,4.59,4.66,27482188,127655584
2020/1/13,4.67,4.69,4.59,4.65,24493720,113593104
2020/1/14,4.66,5.1,4.65,4.87,69518591,338096672
2020/1/15,4.87,4.91,4.71,4.87,39047610,187611824
2020/1/16,4.86,4.86,4.69,4.71,31525439,149785616
2020/1/17,4.75,4.78,4.61,4.61,25322133,118405928
2020/1/20,4.58,4.79,4.58,4.71,39290718,184343296
2020/1/21,4.73,4.95,4.71,4.75,62921521,302466592
2020/1/22,4.66,4.94,4.59,4.87,58439018,281133152
2020/1/23,4.81,4.91,4.64,4.72,39584760,188473296
2020/2/3,4.25,4.25,4.25,4.25,2920200,12410850
2020/2/4,3.85,4.14,3.85,4.06,55783726,225501440
2020/2/5,4.1,4.39,4.06,4.32,53131039,226846512
2020/2/6,4.34,4.52,4.27,4.47,54171966,238595952
2020/2/7,4.5,4.58,4.39,4.46,31259462,139812096
2020/2/10,4.44,4.62,4.41,4.57,31780101,144261040
2020/2/11,4.51,4.75,4.5,4.58,46347969,214051312
2020/2/12,4.56,4.72,4.53,4.72,36711306,170825328
2020/2/13,4.7,4.78,4.59,4.63,32918810,153248032
2020/2/14,4.61,4.74,4.53,4.63,35533220,164301200
2020/2/17,4.64,4.77,4.59,4.76,53464398,251868448
2020/2/18,4.77,4.89,4.73,4.84,43316517,208708688
2020/2/19,4.81,5.03,4.76,4.79,56953799,277377472
2020/2/20,4.76,5,4.73,4.93,54999235,267305232
2020/2/21,4.92,5.17,4.88,4.99,77671724,389239072
2020/2/24,4.98,5.29,4.89,5.23,90784336,464971232
2020/2/25,5.07,5.58,4.98,5.5,119112098,627394304
2020/2/26,5.33,5.44,5.07,5.08,95533304,500988576
2020/2/27,5.07,5.15,4.96,5.02,46236025,233556832
2020/2/28,4.8,4.9,4.61,4.63,56534956,268412032
2020/3/2,4.68,4.93,4.67,4.88,36968272,178213648
2020/3/3,5.2,5.37,5.1,5.27,123542032,648178560
2020/3/4,5.21,5.28,5.05,5.18,65306533,336594304
2020/3/5,5.23,5.37,5.17,5.28,68363721,361516480
2020/3/6,5.21,5.54,5.18,5.39,76950034,415278016
2020/3/9,5.26,5.27,4.98,5.01,69342697,354792128
2020/3/10,4.91,5.51,4.84,5.44,99316963,519570944
2020/3/11,5.41,5.66,5.35,5.38,95258529,523420512
2020/3/12,5.38,5.52,5.11,5.21,71105264,376555328
2020/3/13,4.98,5.16,4.85,5.1,64678856,323943712
2020/3/16,5.13,5.15,4.66,4.73,64444835,316079136
2020/3/17,4.8,4.86,4.5,4.69,41145581,192786896
2020/3/18,4.74,4.83,4.54,4.54,44504073,209427424
2020/3/19,4.49,4.65,4.38,4.59,34881882,157568544
2020/3/20,4.64,4.67,4.5,4.59,26349311,120418376
2020/3/23,4.47,4.48,4.22,4.28,27352573,119456168
2020/3/24,4.35,4.45,4.28,4.42,24585608,107727232
2020/3/25,4.55,4.63,4.49,4.55,26832412,122420384
2020/3/26,4.54,4.54,4.42,4.44,18619807,83331808
2020/3/27,4.5,4.52,4.37,4.38,14807555,65855180
2020/3/30,4.35,4.42,4.22,4.36,16635602,71628120
2020/3/31,4.42,4.54,4.37,4.45,22117468,98696912
2020/4/1,4.49,4.6,4.42,4.47,18922890,85374720
2020/4/2,4.42,4.56,4.39,4.56,17658980,79501440
2020/4/3,4.57,4.57,4.41,4.44,16762040,75029792
2020/4/7,4.52,4.56,4.5,4.55,21678819,98320352
2020/4/8,4.51,4.61,4.49,4.58,19528396,88937432
2020/4/9,4.61,4.65,4.57,4.59,16079184,74011024
2020/4/10,4.57,4.59,4.42,4.45,15684149,70416120
2020/4/13,4.44,4.45,4.37,4.41,7399030,32616962
2020/4/14,4.43,4.51,4.41,4.51,10495499,46987512
2020/4/15,4.61,4.65,4.51,4.52,22140740,101397360
2020/4/16,4.5,4.56,4.45,4.55,13298320,60058208
2020/4/17,4.56,4.59,4.52,4.53,18750455,85339624
2020/4/20,4.54,4.55,4.47,4.5,14282826,64208300
2020/4/21,4.48,4.48,4.37,4.43,16535293,73033688
2020/4/22,4.4,4.5,4.37,4.49,13077662,58322708
2020/4/23,4.51,4.53,4.44,4.47,13425297,60183100
2020/4/24,4.47,4.51,4.32,4.35,15904547,69893248
2020/4/27,4.38,4.54,4.35,4.5,22022696,98528840
2020/4/28,4.48,4.51,4.18,4.39,22784129,99241264
2020/4/29,4.4,4.53,4.36,4.51,21570527,96693488
2020/4/30,4.56,4.57,4.47,4.52,28526582,128992816
2020/5/6,4.45,4.5,4.39,4.49,26719138,118649320
2020/5/7,4.46,4.47,4.39,4.4,19197776,84795280
2020/5/8,4.4,4.45,4.4,4.42,14507550,64150156
2020/5/11,4.42,4.46,4.36,4.37,18673660,82104408
2020/5/12,4.35,4.41,4.29,4.32,14277764,61863804
2020/5/13,4.34,4.34,4.26,4.31,12167652,52116796
2020/5/14,4.27,4.3,4.25,4.28,9883853,42220124
2020/5/15,4.3,4.32,4.25,4.26,8992580,38497972
2020/5/18,4.26,4.26,4.18,4.2,14378360,60550684
2020/5/19,4.24,4.24,4.19,4.2,8643208,36320960
2020/5/20,4.19,4.2,4.09,4.11,14395832,59551168
2020/5/21,4.12,4.3,4.1,4.25,21770332,92149296
2020/5/22,4.21,4.3,4.17,4.22,15003048,63751368
2020/5/25,4.22,4.23,4.11,4.14,9917775,41103028
2020/5/26,4.14,4.17,4.13,4.16,10363429,43016192
2020/5/27,4.16,4.16,4.1,4.12,9003278,37088232
2020/5/28,4.11,4.14,4.03,4.07,10232420,41705656
2020/5/29,4.05,4.1,4.04,4.07,6683080,27203114
2020/6/1,4.07,4.18,4.07,4.15,11297342,46770364
2020/6/2,4.15,4.2,4.12,4.19,12971258,54194964
2020/6/3,4.21,4.24,4.16,4.16,9119173,38185928
2020/6/4,4.18,4.28,4.14,4.23,15917986,67161480
2020/6/5,4.22,4.3,4.22,4.26,11521800,49052988
2020/6/8,4.27,4.31,4.17,4.17,13815025,58080396
2020/6/9,4.14,4.2,4.14,4.2,7674168,31978270
2020/6/10,4.28,4.38,4.24,4.27,22603351,97278888
2020/6/11,4.24,4.26,4.15,4.18,13836372,58207748
2020/6/12,4.1,4.16,4.07,4.13,12975630,53413868
2020/6/15,4.13,4.14,4.1,4.1,8146320,33563568
2020/6/16,4.13,4.16,4.11,4.16,9450526,39031792
2020/6/17,4.58,4.58,4.58,4.58,13369313,61231452
2020/6/18,4.86,4.86,4.62,4.65,106673758,505703008
2020/6/19,4.56,4.62,4.5,4.51,43170146,196144688
2020/6/22,4.56,4.67,4.53,4.58,32288322,148040816
2020/6/23,4.54,4.56,4.43,4.45,25569857,114355872
2020/6/24,4.47,4.65,4.43,4.59,31623924,144264224
2020/6/29,4.56,4.66,4.5,4.59,23378563,106878040
2020/6/30,4.6,4.67,4.56,4.61,22243986,102669872
2020/7/1,4.61,4.64,4.5,4.58,22525977,102688304
2020/7/2,4.58,4.6,4.52,4.59,23204124,105862808
2020/7/3,4.62,4.69,4.59,4.67,34872636,162333840
2020/7/6,5.12,5.14,4.88,5.04,98883217,498731776
2020/7/7,5.07,5.27,5.01,5.12,75833924,390924864
2020/7/8,5.11,5.2,5.07,5.15,44646645,229708928
2020/7/9,5.16,5.19,5.02,5.13,59378922,302895104
2020/7/10,5.12,5.15,5.03,5.05,35867168,182464736
2020/7/13,5.07,5.23,5.06,5.22,46031949,237931888
2020/7/14,5.25,5.35,5.1,5.18,42128120,219695712
2020/7/15,5.18,5.18,5,5.01,36055377,182591040
2020/7/16,4.99,5.07,4.8,4.83,38560032,190303728
2020/7/17,4.83,4.87,4.68,4.75,25086881,119372560
2020/7/20,4.9,5.16,4.85,5.15,49240264,248114032
2020/7/21,5.15,5.2,5.07,5.14,29033866,149134064
2020/7/22,5.14,5.15,5.04,5.05,29028720,147667440
2020/7/23,5.05,5.08,4.87,5.03,26541785,131892632
2020/7/24,5,5.1,4.85,4.86,34572243,170998288
2020/7/27,4.84,4.92,4.72,4.8,18046333,86503864
2020/7/28,4.88,4.88,4.76,4.81,13087588,63022968
2020/7/29,4.83,4.94,4.74,4.94,20407916,99247176
2020/7/30,4.97,5,4.9,4.92,15323213,75637784
2020/7/31,4.92,4.97,4.87,4.94,14357080,70687808
2020/8/3,4.96,5.07,4.95,5.07,24071751,120951128
2020/8/4,5.1,5.1,4.97,4.99,18397481,92215096
2020/8/5,5.01,5.03,4.92,5,15498868,77175824
2020/8/6,5,5.06,4.92,5.01,21745646,108283720
2020/8/7,5,5.02,4.87,4.95,20569873,101645696
2020/8/10,4.97,5.13,4.96,5.06,29580836,150173968
2020/8/11,5.08,5.09,4.9,4.9,25280141,125820504
2020/8/12,4.92,4.96,4.8,4.9,18543992,90226408
2020/8/13,4.93,5.04,4.92,4.98,17581703,87786920
2020/8/14,5,5.04,4.93,5.03,15821134,78864928
2020/8/17,5.04,5.13,5.01,5.1,28803353,146216688
2020/8/18,5.1,5.23,5.08,5.17,32816307,169529968
2020/8/19,5.2,5.2,5.04,5.07,19856608,101313832
2020/8/20,5.04,5.1,4.95,4.97,17471826,87366104
2020/8/21,4.98,5.02,4.92,4.95,12026075,59701336
2020/8/24,4.98,5,4.91,4.96,11617321,57520280
2020/8/25,4.97,4.98,4.92,4.94,10051596,49700884
2020/8/26,4.96,4.97,4.83,4.84,15926915,77831112
2020/8/27,4.85,4.93,4.81,4.93,10183314,49700868
2020/8/28,4.89,4.9,4.81,4.89,12823140,62393280
2020/8/31,4.91,4.93,4.83,4.83,19501365,94920792
2020/9/1,4.84,4.87,4.8,4.86,8448117,40823284
2020/9/2,4.87,4.89,4.81,4.84,9463500,45847556
2020/9/3,4.85,4.86,4.74,4.76,14557570,69784608
2020/9/4,4.7,4.78,4.68,4.78,8114870,38470812
2020/9/7,4.74,4.81,4.72,4.74,10257901,49008976
2020/9/8,4.76,4.85,4.7,4.85,10883876,52156072
2020/9/9,4.8,4.87,4.78,4.8,13079084,63214996
2020/9/10,4.81,4.84,4.58,4.59,18495007,86721016
2020/9/11,4.58,4.64,4.54,4.61,7865789,36099568
2020/9/14,4.63,4.72,4.61,4.66,7134282,33256920
2020/9/15,4.66,4.67,4.56,4.6,8591580,39539708
2020/9/16,4.62,4.72,4.55,4.67,12165005,56548580
2020/9/17,4.67,4.67,4.58,4.61,6231716,28760440
2020/9/18,4.65,4.69,4.6,4.68,6993823,32504010
2020/9/21,4.7,4.73,4.66,4.72,6759250,31736012
2020/9/22,4.67,4.67,4.6,4.6,6638257,30717178
2020/9/23,4.63,4.84,4.57,4.76,18977662,89458488
2020/9/24,4.7,4.81,4.64,4.71,14863025,70166080
2020/9/25,4.74,4.78,4.67,4.67,6230500,29322128
2020/9/28,4.64,4.67,4.59,4.61,6442541,29782856
2020/9/29,4.63,4.69,4.59,4.65,6383027,29750892
2020/9/30,4.66,4.82,4.64,4.76,18518670,88437392
2020/10/9,4.86,4.92,4.82,4.89,16230602,79021544
2020/10/12,4.89,4.95,4.86,4.95,18063667,88883760
2020/10/13,4.95,4.97,4.9,4.94,10422503,51411576
2020/10/14,4.95,4.96,4.86,4.86,10397313,50800864
2020/10/15,4.89,4.9,4.83,4.85,6493108,31604836
2020/10/16,4.83,4.86,4.81,4.83,5722400,27638392
2020/10/19,4.85,4.86,4.78,4.8,6998188,33760560
2020/10/20,4.79,4.82,4.74,4.82,5177400,24747590
2020/10/21,4.79,4.81,4.71,4.72,5498280,26084688
2020/10/22,4.73,4.75,4.66,4.72,4200093,19749876
2020/10/23,4.7,4.76,4.65,4.66,4735720,22208564
2020/10/26,4.66,4.7,4.6,4.68,3962360,18483068
2020/10/27,4.68,4.68,4.62,4.67,4700360,21837284
2020/10/28,4.68,4.68,4.6,4.62,5529600,25556974
2020/10/29,4.6,4.66,4.55,4.65,5615265,25949616
2020/10/30,4.65,4.67,4.59,4.66,8140808,37768960
2020/11/2,4.66,4.74,4.61,4.74,7015100,32784160
2020/11/3,4.73,4.83,4.73,4.79,8860504,42357960
2020/11/4,4.75,4.79,4.72,4.76,5055029,24003724
2020/11/5,4.76,4.83,4.74,4.81,7784401,37231408
2020/11/6,4.82,4.85,4.74,4.85,12713694,61084156
2020/11/9,4.9,4.94,4.82,4.86,13276702,64569968
2020/11/10,4.82,4.93,4.81,4.91,15341589,74753304
2020/11/11,4.91,4.91,4.81,4.82,9645403,46823468
2020/11/12,4.81,4.86,4.76,4.8,7107727,34074044
2020/11/13,4.78,4.86,4.75,4.78,7039550,33752624
2020/11/16,4.78,4.9,4.75,4.89,11918710,57835324
2020/11/17,4.88,4.92,4.84,4.87,7990720,38909124
2020/11/18,4.86,4.93,4.85,4.89,8559412,41876868
2020/11/19,4.88,4.91,4.85,4.89,6254743,30515902
2020/11/20,4.81,4.96,4.7,4.92,20738513,100760008
2020/11/23,4.9,4.96,4.89,4.93,12213320,60245180
2020/11/24,4.96,4.96,4.83,4.86,11539905,56223924
2020/11/25,4.88,4.93,4.82,4.85,10964922,53303508
2020/11/26,4.86,4.89,4.67,4.7,14516313,68861984
2020/11/27,4.7,4.85,4.67,4.79,12142359,57843480
2020/11/30,4.76,4.88,4.76,4.8,8259406,39774848
2020/12/1,4.79,5.27,4.77,5.09,47832722,242062352
2020/12/2,5.12,5.19,5.06,5.06,34565461,177109840
2020/12/3,5.09,5.12,4.98,4.98,19702369,99008544
2020/12/4,5.03,5.08,4.95,5.04,14062891,70696368
2020/12/7,5.05,5.07,4.92,4.96,13173528,65514280
2020/12/8,4.96,5.02,4.91,4.93,10698872,53013336
2020/12/9,4.94,4.97,4.79,4.8,22097880,108112016
2020/12/10,4.78,4.85,4.75,4.77,9363158,44888692
2020/12/11,4.76,4.8,4.7,4.73,10189086,48252652
2020/12/14,4.73,4.73,4.61,4.65,14569612,67783120
2020/12/15,4.64,4.66,4.59,4.61,9085040,41953188
2020/12/16,4.61,4.65,4.56,4.6,8299454,38098268
2020/12/17,4.6,4.6,4.45,4.58,14201083,64227992
2020/12/18,4.59,4.64,4.56,4.57,7060380,32393484
2020/12/21,4.59,4.62,4.53,4.6,6986119,31998664
2020/12/22,4.57,4.6,4.46,4.46,9862914,44570952
2020/12/23,4.47,4.52,4.45,4.47,5792680,25954032
2020/12/24,4.49,4.65,4.42,4.52,10622080,48222260
2020/12/25,4.49,4.62,4.48,4.57,8766344,39976164
2020/12/28,4.57,4.58,4.47,4.47,7965039,35906812
2020/12/29,4.49,4.53,4.43,4.44,7441186,33223526
2020/12/30,4.46,4.62,4.45,4.56,12506162,56889952
2020/12/31,4.59,4.78,4.57,4.69,14386743,67644360
2021/1/4,4.69,4.71,4.66,4.68,7823651,36648728
2021/1/5,4.68,4.68,4.58,4.63,7303672,33781052
2021/1/6,4.63,4.63,4.48,4.51,12536188,56663164
2021/1/7,4.51,4.52,4.43,4.44,9300231,41530396
2021/1/8,4.46,4.53,4.35,4.53,9747611,43311712
2021/1/11,4.53,4.54,4.38,4.41,6249955,27818244
2021/1/12,4.4,4.43,4.35,4.38,8210606,35942012
2021/1/13,4.39,4.39,4.23,4.26,9686000,41501556
2021/1/14,4.26,4.31,4.24,4.28,6003994,25657376
2021/1/15,4.28,4.32,4.28,4.31,4461768,19209258
2021/1/18,4.31,4.34,4.3,4.33,4958342,21409772
2021/1/19,4.32,4.33,4.24,4.29,7321643,31300890
2021/1/20,4.29,4.33,4.25,4.32,5053005,21685616
2021/1/21,4.33,4.34,4.28,4.3,5313044,22853132
2021/1/22,4.3,4.3,4.18,4.19,9896944,41762684
2021/1/25,4.19,4.19,4.06,4.07,9707850,39774916
2021/1/26,4.06,4.15,3.94,3.94,10352877,41680464
2021/1/27,3.95,3.98,3.89,3.94,6986711,27548296
2021/1/28,3.94,3.97,3.86,3.87,7574986,29571498
2021/1/29,3.87,3.9,3.68,3.71,14845589,55621796
2021/2/1,3.82,3.93,3.79,3.83,13205665,50847740
2021/2/2,3.84,4.21,3.84,4.21,38094157,159483504
2021/2/3,4.08,4.24,4.04,4.16,33311346,137995376
2021/2/4,4.15,4.49,4.12,4.34,30553825,132218776
