Transaction Date,Opening Price,High Price,Low Price,Close Price,Turnover Volume,Turnover Amount
2021/2/5,4.28,4.39,4.24,4.26,16964792,72818184
2021/2/8,4.21,4.42,4.2,4.37,12096767,52308548
2021/2/9,4.43,4.43,4.31,4.32,9055394,39343628
2021/2/10,4.3,4.47,4.28,4.43,14265959,62954832
2021/2/18,4.45,4.46,4.37,4.43,7960556,35145100
2021/2/19,4.43,4.47,4.37,4.45,13406923,59285280
2021/2/22,4.44,4.5,4.4,4.4,20163787,90020032
2021/2/23,4.38,4.4,4.2,4.22,16368020,69921120
2021/2/24,4.11,4.17,4.01,4.05,23392788,95372608
2021/2/25,4.03,4.07,3.97,3.98,12243200,48971712
2021/2/26,3.98,4.07,3.93,4.04,9795428,39414160
2021/3/1,4.05,4.12,4.02,4.05,16552245,67219408
2021/3/2,4.07,4.07,4.02,4.04,8883605,35905480
2021/3/3,4.04,4.14,4.01,4.13,16361036,66935160
2021/3/4,4.09,4.17,4.08,4.09,12283308,50598676
2021/3/5,4.08,4.13,4.08,4.11,8972201,36812248
2021/3/8,4.11,4.18,4.1,4.11,11895701,49195784
2021/3/9,4.11,4.13,3.93,4.02,11639117,46890300
2021/3/10,4.05,4.06,3.95,3.96,6107065,24400452
2021/3/11,3.96,4.03,3.94,4.02,5506799,22015694
2021/3/12,4.01,4.03,3.98,4.03,5298125,21211406
2021/3/15,4.02,4.05,3.97,4.03,3952200,15877888
2021/3/16,4.05,4.05,4.01,4.05,5043137,20345802
2021/3/17,4.05,4.11,4.03,4.11,7016520,28683782
2021/3/18,4.09,4.11,4.07,4.08,4706187,19230034
2021/3/19,4.08,4.1,4.02,4.03,7716717,31213372
2021/3/22,4.05,4.08,4.01,4.07,7331602,29671392
2021/3/23,4.05,4.09,4.04,4.06,5706539,23153492
2021/3/24,4.06,4.06,3.99,4,5885447,23649096
2021/3/25,3.99,4.03,3.98,4,5168259,20663982
2021/3/26,4.04,4.08,4.01,4.07,7371175,29881838
2021/3/29,4.08,4.19,4.08,4.18,15213902,62874276
2021/3/30,4.18,4.19,4.1,4.14,12417185,51297040
2021/3/31,4.12,4.18,4.09,4.12,5083028,20930150
2021/4/1,4.13,4.14,4.05,4.06,7329920,29862942
2021/4/2,4.07,4.12,4.06,4.09,5638273,23066718
2021/4/6,4.09,4.11,4.04,4.07,4149149,16865222
2021/4/7,4.05,4.08,4.03,4.08,4784200,19400394
2021/4/8,4.05,4.07,4.02,4.03,5376003,21693186
2021/4/9,4.03,4.04,4,4.02,4167441,16732671
2021/4/12,4.01,4.26,3.99,4.22,26102558,108425720
2021/4/13,4.23,4.27,4.12,4.18,18248259,76427056
2021/4/14,4.15,4.2,4.13,4.16,7230193,30098816
2021/4/15,4.17,4.27,4.14,4.25,10373488,43797740
2021/4/16,4.26,4.38,4.21,4.36,19759335,85600512
2021/4/19,4.39,4.5,4.31,4.48,16817454,73900664
2021/4/20,4.46,4.47,4.33,4.35,13437198,59146400
2021/4/21,4.33,4.51,4.33,4.4,16354978,72573528
2021/4/22,4.39,4.42,4.32,4.39,7922171,34591976
2021/4/23,4.39,4.5,4.35,4.38,14144451,62532480
2021/4/26,4.35,4.43,4.32,4.37,8596326,37667060
2021/4/27,4.36,4.42,4.33,4.35,8346120,36553656
2021/4/28,4.34,4.48,4.27,4.32,11923640,52264508
2021/4/29,4.31,4.45,4.29,4.42,15426698,67750408
2021/4/30,4.4,4.58,4.39,4.5,24760235,111610704
2021/5/6,4.63,4.78,4.61,4.69,28163472,132623248
2021/5/7,4.71,4.73,4.62,4.69,17900811,83873856
2021/5/10,4.7,4.74,4.59,4.67,21091077,98307744
2021/5/11,4.69,4.9,4.68,4.8,35169070,168576112
2021/5/12,4.75,4.82,4.71,4.75,17665240,84192248
2021/5/13,4.72,4.9,4.67,4.69,27559513,132483184
2021/5/14,4.69,4.7,4.54,4.62,18593881,85280424
2021/5/17,4.65,4.78,4.53,4.55,16462200,76210776
2021/5/18,4.51,4.56,4.43,4.47,10220714,45714904
2021/5/19,4.43,4.46,4.38,4.41,6843000,30195664
2021/5/20,4.4,4.41,4.34,4.36,7163197,31276050
2021/5/21,4.33,4.43,4.32,4.39,6827601,30013804
2021/5/24,4.37,4.45,4.37,4.43,6301071,27839268
2021/5/25,4.43,4.45,4.36,4.4,6342680,27852524
2021/5/26,4.41,4.42,4.37,4.4,5190003,22819738
2021/5/27,4.4,4.42,4.37,4.4,6153333,27027550
2021/5/28,4.39,4.39,4.33,4.34,6606929,28796802
2021/5/31,4.35,4.37,4.27,4.37,7099770,30613282
2021/6/1,4.37,4.69,4.34,4.64,20333229,92075560
2021/6/2,4.64,4.74,4.58,4.67,15333309,71616192
2021/6/3,4.68,4.76,4.6,4.64,10906719,50921988
2021/6/4,4.6,4.7,4.55,4.63,8656520,40058836
2021/6/7,4.65,4.73,4.62,4.69,8695029,40641304
2021/6/8,4.78,4.88,4.72,4.77,15175289,72838112
2021/6/9,4.78,4.8,4.66,4.73,8462803,39926088
2021/6/10,4.7,4.72,4.65,4.68,5975705,27986392
2021/6/11,4.72,4.72,4.63,4.65,6139800,28689112
2021/6/15,4.6,4.68,4.58,4.62,6537245,30274220
2021/6/16,4.67,4.78,4.58,4.59,7932620,37018560
2021/6/17,4.59,4.71,4.58,4.66,6499568,30171084
2021/6/18,4.67,4.74,4.61,4.71,7198464,33695368
2021/6/21,4.69,4.75,4.67,4.71,7205659,33920528
2021/6/22,4.74,4.82,4.67,4.8,12485620,59514988
2021/6/23,4.8,4.82,4.64,4.7,10708512,50448272
2021/6/24,4.67,4.76,4.61,4.75,9090988,42726752
2021/6/25,4.76,4.79,4.68,4.72,7905839,37395184
2021/6/28,4.76,4.77,4.62,4.66,8451786,39509492
2021/6/29,4.68,4.69,4.53,4.56,7519752,34554540
2021/6/30,4.56,4.64,4.51,4.63,5302780,24202032
2021/7/1,4.63,4.75,4.56,4.67,10388298,48802056
2021/7/2,4.64,4.69,4.58,4.62,6379100,29520318
2021/7/5,4.62,4.65,4.5,4.55,6421320,29231510
2021/7/6,4.55,4.59,4.52,4.55,4992022,22728470
2021/7/7,4.51,4.62,4.51,4.54,4869480,22160842
2021/7/8,4.54,4.55,4.48,4.5,6526009,29428836
2021/7/9,4.5,4.78,4.43,4.71,17323853,80274904
2021/7/12,4.73,4.76,4.68,4.72,8385047,39534716
2021/7/13,4.77,4.93,4.75,4.83,18169287,87657208
2021/7/14,4.83,4.86,4.75,4.8,9933690,47778976
2021/7/15,4.8,4.86,4.71,4.84,12834480,61570740
2021/7/16,4.84,4.97,4.82,4.84,12134452,59247092
2021/7/19,4.85,5.02,4.82,4.98,22019680,109178368
2021/7/20,4.96,5.06,4.93,4.97,12003470,59919132
2021/7/21,4.96,4.99,4.91,4.94,9795572,48362428
2021/7/22,4.94,5.02,4.89,4.97,12000848,59418588
2021/7/23,4.98,5.07,4.93,4.98,12316974,61526924
2021/7/26,5.02,5.03,4.84,4.89,13593740,66847816
2021/7/27,4.91,5.26,4.89,5.02,43674293,222114112
2021/7/28,5.02,5.07,4.64,4.71,28517999,136918304
2021/7/29,4.78,5.03,4.75,4.95,25716347,126022520
2021/7/30,4.92,5.07,4.91,5.01,18994954,94881472
2021/8/2,5.05,5.2,4.99,5.15,27387786,140680640
2021/8/3,5.15,5.18,5.06,5.1,18436046,94119848
2021/8/4,5.1,5.16,5.06,5.12,17743795,90652008
2021/8/5,5.13,5.15,5.03,5.13,16733022,85164656
2021/8/6,5.17,5.18,5.06,5.14,10628005,54232416
2021/8/9,5.14,5.14,4.99,5.04,18190314,91846424
2021/8/10,5.04,5.14,5,5.05,23333021,118160312
2021/8/11,5.07,5.15,4.97,5.14,22029249,111490976
2021/8/12,5.16,5.65,5.16,5.34,118983987,654558080
2021/8/13,5.15,5.81,5.03,5.65,117199199,632964672
2021/8/16,5.67,5.88,5.59,5.63,74745011,426909280
2021/8/17,5.64,5.69,5.3,5.4,47766542,263253008
2021/8/18,5.36,5.94,5.31,5.94,90908422,519767968
2021/8/19,5.98,5.99,5.77,5.82,70550890,413408576
2021/8/20,5.77,5.93,5.73,5.89,56239025,328063552
2021/8/23,5.96,6.14,5.79,6.05,79681358,478218080
2021/8/24,5.97,6.04,5.81,5.93,49557320,292864640
2021/8/25,5.93,5.95,5.78,5.89,37629053,219721808
2021/8/26,5.87,6.11,5.81,6.06,58913496,355086848
2021/8/27,6.07,6.07,5.88,5.92,38014021,226372944
2021/8/30,5.86,5.97,5.74,5.81,38020809,222828272
2021/8/31,5.78,6.12,5.77,6,60678574,365597344
2021/9/1,6.45,6.6,6.3,6.6,29788453,194698112
2021/9/2,7.13,7.13,6.32,6.66,138902273,925657664
2021/9/3,6.59,7.31,6.58,6.84,107293498,739500032
2021/9/6,6.72,6.88,6.31,6.53,76511478,501256352
2021/9/7,6.5,6.65,6.39,6.6,43870224,286175712
2021/9/8,6.52,6.86,6.36,6.64,49373829,327255552
2021/9/9,6.6,6.93,6.51,6.89,56278098,379729760
2021/9/10,6.89,7.1,6.63,6.66,50795475,344585600
2021/9/13,6.61,6.88,6.46,6.83,43055452,289129408
2021/9/14,6.76,6.83,6.52,6.57,37612581,250143312
2021/9/15,6.5,6.62,6.47,6.58,26812756,175210608
2021/9/16,6.58,6.74,6.4,6.43,33082943,217092224
2021/9/17,6.4,6.56,6.38,6.52,25808506,167304704
2021/9/22,6.33,6.33,5.98,6.11,48193888,296344480
2021/9/23,6.23,6.55,6.14,6.18,37850322,238460816
2021/9/24,6.12,6.21,5.84,5.84,37487392,223767472
2021/9/27,5.85,5.91,5.57,5.64,32986864,187552064
2021/9/28,5.63,5.68,5.5,5.63,25201321,140600944
2021/9/29,5.57,5.64,5.42,5.44,20958904,115526992
2021/9/30,5.44,5.61,5.4,5.56,16801066,92656248
2021/10/8,5.64,5.68,5.54,5.65,16811514,94369840
2021/10/11,5.53,5.76,5.52,5.66,18505477,105040384
2021/10/12,5.66,5.7,5.5,5.61,15825622,88393072
2021/10/13,5.62,5.72,5.53,5.67,13867171,78305920
2021/10/14,5.64,5.96,5.62,5.87,29557257,173305488
2021/10/15,5.87,5.99,5.77,5.79,16616165,97197496
2021/10/18,5.79,5.86,5.73,5.79,12630389,73097832
2021/10/19,5.79,5.85,5.73,5.79,13556900,78474008
2021/10/20,5.8,5.8,5.65,5.7,14182159,80925536
2021/10/21,5.74,5.74,5.54,5.58,16905506,94916296
2021/10/22,5.62,5.63,5.4,5.45,18121276,99640920
2021/10/25,5.45,5.49,5.32,5.44,11847018,64269944
2021/10/26,5.45,5.54,5.42,5.46,12150119,66559340
2021/10/27,5.47,5.49,5.27,5.35,13832636,73863608
2021/10/28,5.32,5.43,5.22,5.23,12410338,65697212
2021/10/29,5.24,5.45,5.24,5.42,15254399,82132000
2021/11/1,5.36,5.45,5.29,5.38,13798254,74020784
2021/11/2,5.37,5.5,5.36,5.43,21326978,115855440
2021/11/3,5.39,5.49,5.34,5.41,13897553,75149768
2021/11/4,5.39,5.59,5.38,5.57,20014746,110386072
2021/11/5,5.58,5.6,5.48,5.49,18237430,101012248
2021/11/8,5.5,5.55,5.4,5.41,11474503,62324828
2021/11/9,5.42,5.53,5.4,5.49,16050428,87896888
2021/11/10,5.49,5.53,5.37,5.46,14321630,77799984
2021/11/11,5.45,5.6,5.44,5.52,15424687,85012696
2021/11/12,5.55,5.55,5.38,5.47,16535845,90057040
2021/11/15,5.43,5.49,5.39,5.42,20289576,110282632
2021/11/16,5.4,5.48,5.25,5.26,21954060,117539728
2021/11/17,5.22,5.37,5.21,5.36,16153424,85877976
2021/11/18,5.38,5.47,5.28,5.28,17147705,91793448
2021/11/19,5.35,5.81,5.33,5.81,71801891,406973120
2021/11/22,5.83,5.97,5.77,5.93,81995840,481372160
2021/11/23,5.88,5.94,5.77,5.84,40574634,236421536
2021/11/24,5.8,6.08,5.75,6.02,56194524,333335488
2021/11/25,5.98,6.03,5.81,6,44239386,261634560
2021/11/26,5.91,6.25,5.87,6.08,54044539,329822912
2021/11/29,5.95,6.07,5.9,6.02,31913824,191083104
2021/11/30,5.99,6.22,5.99,6.17,58970393,362054880
2021/12/1,6.13,6.3,6.11,6.17,60493299,376208736
2021/12/2,6.2,6.32,6.13,6.24,57325699,357383808
2021/12/3,6.26,6.26,5.99,6.13,36096168,220631056
2021/12/6,6.13,6.2,6,6.02,33357211,202975872
2021/12/7,6.05,6.07,5.84,5.93,30724779,181957712
2021/12/8,5.96,6.03,5.91,5.99,19509259,116562992
2021/12/9,5.96,5.99,5.88,5.98,19847955,117660384
2021/12/10,5.96,6.18,5.94,5.97,27022681,163368496
2021/12/13,5.97,6.05,5.89,5.93,22956904,136586240
2021/12/14,5.91,5.95,5.78,5.82,26370792,153985360
2021/12/15,5.8,5.91,5.78,5.85,23934955,140350496
2021/12/16,5.88,5.89,5.81,5.86,19623564,114686112
2021/12/17,5.84,5.88,5.62,5.62,34815716,199339776
2021/12/20,5.65,5.84,5.64,5.66,24134687,138241408
2021/12/21,5.66,5.83,5.61,5.83,23547900,135284560
2021/12/22,5.82,5.89,5.71,5.74,21076686,121263816
2021/12/23,5.76,5.79,5.63,5.72,16324882,93134752
2021/12/24,5.7,5.72,5.48,5.51,23858895,132544592
2021/12/27,5.47,5.55,5.45,5.49,11477613,63030308
2021/12/28,5.49,5.57,5.42,5.56,16561315,91292368
2021/12/29,5.56,5.58,5.5,5.51,13773582,76177048
2021/12/30,5.49,5.59,5.48,5.54,13455228,74613904
2021/12/31,5.55,5.62,5.54,5.58,11957226,66817960
2022/1/4,5.58,5.66,5.54,5.64,18843334,105875120
2022/1/5,5.64,5.65,5.52,5.56,16695834,93063624
2022/1/6,5.54,5.63,5.53,5.59,12905700,72237320
2022/1/7,5.6,5.67,5.52,5.53,16529154,92421904
2022/1/10,5.5,5.6,5.46,5.58,10548016,58520108
2022/1/11,5.58,5.72,5.58,5.64,20443200,115905552
2022/1/12,5.68,5.71,5.63,5.7,13492111,76618440
2022/1/13,5.74,5.75,5.62,5.62,11663324,66151444
2022/1/14,5.6,5.63,5.39,5.42,19980053,109763296
2022/1/17,5.4,5.63,5.37,5.61,18930073,104997176
2022/1/18,5.61,5.65,5.53,5.59,11802324,65853724
2022/1/19,5.57,5.6,5.5,5.53,7775240,43171780
2022/1/20,5.5,5.55,5.33,5.34,14057754,76049640
2022/1/21,5.33,5.36,5.23,5.25,10583092,56001540
2022/1/24,5.24,5.24,5.11,5.13,14067475,72538384
2022/1/25,5.12,5.22,4.91,4.92,29156567,147440976
2022/1/26,4.97,5.29,4.96,5.24,31204418,162231088
2022/1/27,5.24,5.27,5.12,5.14,14908573,77443600
2022/1/28,5.21,5.22,5.1,5.14,10898984,56226444
2022/2/7,5.23,5.27,5.17,5.25,8773393,45963316
2022/2/8,5.27,5.34,5.21,5.34,12998977,68523608
2022/2/9,5.31,5.34,5.28,5.31,9415735,49976712
2022/2/10,5.36,5.38,5.27,5.3,11166822,59288744
2022/2/11,5.28,5.3,5.18,5.19,9476682,49491368
2022/2/14,5.16,5.22,5.13,5.15,8029585,41455020
2022/2/15,5.16,5.2,5.11,5.17,6603204,34009764
2022/2/16,5.19,5.25,5.16,5.21,7561400,39300052
2022/2/17,5.18,5.2,5.14,5.16,8166322,42214528
2022/2/18,5.14,5.21,5.12,5.2,8683985,44853352
2022/2/21,5.2,5.3,5.17,5.28,15097789,79316624
2022/2/22,5.28,5.34,5.18,5.21,13831683,72532728
2022/2/23,5.22,5.29,5.21,5.27,9594639,50478476
2022/2/24,5.25,5.3,5,5.09,22225119,113933520
2022/2/25,5.12,5.22,5.1,5.13,14389557,74107424
2022/2/28,5.17,5.17,5.06,5.1,9405516,47881812
2022/3/1,5.14,5.21,5.11,5.21,12888041,66515424
2022/3/2,5.21,5.28,5.18,5.26,11503055,60332984
2022/3/3,5.34,5.34,5.22,5.24,8090380,42510876
2022/3/4,5.21,5.24,5.13,5.15,8680591,44851816
2022/3/7,5.11,5.21,5.08,5.11,11810742,60858740
2022/3/8,5.09,5.13,4.93,4.98,13766064,69082912
2022/3/9,5.03,5.04,4.61,4.81,15490232,74893272
2022/3/10,4.9,4.94,4.83,4.86,10908960,53258872
2022/3/11,4.81,4.92,4.67,4.91,11468564,54969912
2022/3/14,4.9,4.92,4.76,4.77,10033158,48606216
2022/3/15,4.78,4.81,4.38,4.39,22750126,104357552
2022/3/16,4.49,4.55,4.29,4.54,16518176,73667080
2022/3/17,4.6,4.74,4.58,4.68,16801853,78723096
2022/3/18,4.7,4.74,4.66,4.69,9404615,44182660
2022/3/21,4.7,4.78,4.67,4.74,10491700,49564256
2022/3/22,4.7,4.74,4.63,4.7,13613205,63644052
2022/3/23,4.7,4.82,4.7,4.73,8888810,42116624
2022/3/24,4.74,4.74,4.63,4.64,7053159,32969672
2022/3/25,4.64,4.76,4.62,4.67,10096877,47449348
2022/3/28,4.64,4.69,4.55,4.63,9591811,44334836
2022/3/29,4.64,4.65,4.55,4.57,9419133,43233412
2022/3/30,4.6,4.67,4.57,4.66,8179817,37943640
2022/3/31,4.66,4.84,4.64,4.74,16012425,76107120
2022/4/1,4.7,4.74,4.66,4.69,7706547,36114068
2022/4/6,4.68,4.77,4.67,4.77,9617027,45555984
2022/4/7,4.77,4.79,4.6,4.6,10334862,48184940
2022/4/8,4.6,4.63,4.43,4.52,11347293,51083300
2022/4/11,4.49,4.54,4.34,4.35,10821010,47887204
2022/4/12,4.37,4.46,4.3,4.46,9168619,40128164
2022/4/13,4.43,4.44,4.36,4.37,6028854,26527024
2022/4/14,4.46,4.46,4.39,4.43,5237528,23128462
2022/4/15,4.38,4.4,4.28,4.29,9238878,40077240
2022/4/18,4.28,4.33,4.17,4.3,9018860,38412292
2022/4/19,4.28,4.4,4.27,4.36,6739854,29411436
2022/4/20,4.3,4.32,4.17,4.23,22988403,97544224
2022/4/21,4.18,4.23,3.94,3.98,17952531,73053528
2022/4/22,3.93,4.02,3.86,3.94,10920286,43051108
2022/4/25,3.9,3.9,3.66,3.66,24868919,93430728
2022/4/26,3.72,3.76,3.62,3.64,15753608,58020084
2022/4/27,3.62,3.75,3.54,3.74,13723507,50243564
2022/4/28,3.76,3.77,3.65,3.68,12046187,44569700
2022/4/29,3.69,3.81,3.68,3.78,12019486,45057744
2022/5/5,3.78,3.84,3.76,3.81,9371299,35659992
2022/5/6,3.74,3.91,3.72,3.85,10082715,38566092
2022/5/9,3.82,4.15,3.82,4.07,11660255,45892332
2022/5/10,3.95,4.02,3.86,3.98,20003459,79028544
2022/5/11,3.95,4.02,3.92,3.92,16429356,65275676
2022/5/12,3.89,3.97,3.86,3.96,12596636,49360772
2022/5/13,3.95,4.02,3.91,3.99,15088971,59776964
2022/5/16,3.95,4.02,3.94,3.96,8106997,32178040
2022/5/17,3.95,3.98,3.89,3.97,9117030,35849208
2022/5/18,3.99,4.02,3.94,3.99,10183753,40569980
2022/5/19,3.95,4,3.93,3.99,8275792,32835802
2022/5/20,4.02,4.06,3.98,4.02,9216702,37033044
2022/5/23,4.03,4.14,4,4.11,15121864,61759100
2022/5/24,4.11,4.14,3.93,3.94,13981748,56423716
2022/5/25,3.91,4,3.91,3.99,7255880,28725976
2022/5/26,4.02,4.03,3.93,4.03,7438466,29708922
2022/5/27,4.06,4.06,3.96,4,6891351,27593924
2022/5/30,4.02,4.06,4,4.05,8451541,34097104
2022/5/31,4.05,4.08,4.01,4.07,6627660,26828470
2022/6/1,4.05,4.13,4.04,4.1,9167875,37543520
2022/6/2,4.11,4.2,4.07,4.19,12273926,50882396
2022/6/6,4.22,4.24,4.16,4.19,9623252,40353360
2022/6/7,4.2,4.2,4.11,4.18,11345289,47150828
2022/6/8,4.16,4.22,4.1,4.17,10209452,42527172
2022/6/9,4.19,4.19,4.09,4.11,7995680,32962918
2022/6/10,4.1,4.17,4.07,4.16,7640602,31637464
2022/6/13,4.14,4.2,4.12,4.18,7955204,33164822
2022/6/14,4.16,4.26,4.08,4.26,15113539,63290260
2022/6/15,4.36,4.37,4.22,4.22,20065906,86074264
2022/6/16,4.22,4.28,4.16,4.18,12692927,53332700
2022/6/17,4.15,4.41,4.13,4.38,33973082,146582368
2022/6/20,4.4,4.4,4.27,4.31,25261303,108723544
2022/6/21,4.29,4.33,4.21,4.26,14870980,63385188
2022/6/22,4.26,4.29,4.22,4.24,10626116,45258624
2022/6/23,4.22,4.35,4.22,4.34,14772488,63541548
2022/6/24,4.34,4.42,4.3,4.41,17050062,74642792
2022/6/27,4.42,4.62,4.39,4.6,29738011,134380224
2022/6/28,4.59,4.85,4.51,4.82,42286200,199933056
2022/6/29,4.85,5.3,4.78,5.3,96832619,499322688
2022/6/30,4.89,5.58,4.85,5.2,121404162,620129472
2022/7/1,5.06,5.14,4.77,4.81,59096274,290152992
2022/7/4,4.83,5.17,4.78,4.92,41683612,206821248
2022/7/5,4.83,4.91,4.67,4.72,37048020,177208016
2022/7/6,4.66,4.78,4.63,4.7,25980264,122414536
2022/7/7,4.72,4.74,4.6,4.71,30672121,143015104
2022/7/8,4.65,4.89,4.65,4.85,40551215,194051792
2022/7/11,4.86,4.86,4.65,4.71,25361334,119647072
2022/7/12,4.69,4.71,4.5,4.5,24586392,112803592
2022/7/13,4.52,4.65,4.52,4.62,16481504,75624640
2022/7/14,4.59,4.71,4.57,4.64,17527361,81732968
2022/7/15,4.65,4.88,4.63,4.7,30971194,147684672
2022/7/18,4.57,4.78,4.53,4.77,28310054,132314560
2022/7/19,4.75,4.91,4.72,4.84,26713837,129102416
2022/7/20,4.84,4.95,4.8,4.94,27611476,135398080
2022/7/21,4.94,4.95,4.8,4.82,23068543,111765856
2022/7/22,4.82,4.86,4.71,4.81,22958667,109750856
2022/7/25,4.77,4.84,4.68,4.69,16519366,78547312
2022/7/26,4.74,4.82,4.6,4.81,18544244,87624088
2022/7/27,4.76,5.01,4.72,4.99,48232839,237552896
2022/7/28,4.99,5.06,4.93,4.99,36476500,181959376
2022/7/29,5,5.38,4.99,5.11,55951090,288318272
2022/8/1,5.1,5.36,5.07,5.19,50204405,261095904
2022/8/2,5.16,5.17,4.92,5.03,49764579,250927968
2022/8/3,5.02,5.2,4.93,5.2,63783612,322270560
2022/8/4,5.2,5.72,5.01,5.49,124074909,668368896
2022/8/5,5.35,5.39,5.15,5.23,78208001,410058080
2022/8/8,5.12,5.34,5.06,5.28,50006752,260848448
2022/8/9,5.22,5.72,5.2,5.44,78730375,431048352
2022/8/10,5.34,5.68,5.25,5.57,83901378,459368288
2022/8/11,5.5,5.66,5.45,5.48,69205094,383002208
2022/8/12,5.45,5.62,5.37,5.38,51099369,280960768
2022/8/15,5.31,5.43,5.2,5.41,39686068,211861696
2022/8/16,5.38,5.45,5.27,5.34,40811580,218397680
2022/8/17,5.31,5.4,5.26,5.33,34650621,184377936
2022/8/18,5.28,5.86,5.25,5.65,141514024,805072320
2022/8/19,5.75,5.96,5.56,5.71,132786193,764301440
2022/8/22,5.55,5.6,5.35,5.46,69692415,381624160
2022/8/23,5.47,5.99,5.46,5.78,105218459,609937152
2022/8/24,5.7,5.77,5.42,5.48,72595111,403474688
2022/8/25,5.43,5.48,5.14,5.18,51469150,270020832
2022/8/26,5.18,5.26,4.98,5,40959926,209029248
2022/8/29,4.9,5.04,4.83,5.03,18135423,90434144
2022/8/30,5.01,5.04,4.85,4.91,22387950,110448800
2022/8/31,4.87,4.9,4.67,4.68,27365811,129684528
2022/9/1,4.66,4.74,4.64,4.69,13233061,61999256
2022/9/2,4.73,4.86,4.72,4.77,18001884,86090320
2022/9/5,4.77,4.82,4.73,4.76,11444988,54580236
2022/9/6,4.73,4.81,4.72,4.81,18194758,86937560
2022/9/7,4.78,4.86,4.78,4.84,16088843,77670576
2022/9/8,4.83,4.85,4.71,4.72,14112894,67447024
2022/9/9,4.72,4.82,4.67,4.82,11607222,55068868
2022/9/13,4.8,4.86,4.78,4.8,12656615,61014220
2022/9/14,4.74,4.76,4.64,4.69,12988729,60987272
2022/9/15,4.69,4.72,4.43,4.46,19310402,87551448
2022/9/16,4.46,4.53,4.36,4.39,10125535,44976156
2022/9/19,4.39,4.44,4.35,4.4,7689271,33844768
2022/9/20,4.41,4.5,4.4,4.46,8040447,35853312
2022/9/21,4.43,4.54,4.38,4.52,7645355,34167128
2022/9/22,4.49,4.55,4.46,4.46,6921600,31132418
2022/9/23,4.49,4.49,4.31,4.36,9676356,42458408
2022/9/26,4.34,4.4,4.27,4.28,7786702,33713888
2022/9/27,4.3,4.42,4.3,4.41,8363223,36493636
2022/9/28,4.41,4.43,4.28,4.29,8236683,35707536
2022/9/29,4.32,4.35,4.18,4.22,8034774,34258228
2022/9/30,4.21,4.25,4.15,4.16,6258994,26250556
2022/10/10,4.15,4.19,4.04,4.07,7426650,30563244
2022/10/11,4.07,4.15,4.01,4.12,6614580,27045988
2022/10/12,4.12,4.32,4.11,4.31,12596711,52905244
2022/10/13,4.29,4.37,4.25,4.35,11532932,49894780
2022/10/14,4.37,4.44,4.36,4.41,11085346,48885792
