002224 三 力 士 日线 不复权,,,,,,
"      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额",,,,,,
2019/1/2,5.38,5.42,5.35,5.37,1884901,10140067
2019/1/3,5.39,5.49,5.33,5.41,2807056,15244986
2019/1/4,5.36,5.87,5.34,5.62,5933910,33051320
2019/1/7,5.63,5.77,5.56,5.73,6602588,37524364
2019/1/8,5.72,5.77,5.63,5.72,5057494,28841830
2019/1/9,5.77,5.84,5.71,5.71,5268922,30349158
2019/1/10,5.68,5.77,5.65,5.68,3304402,18820098
2019/1/11,5.66,5.83,5.65,5.8,4971550,28562164
2019/1/14,5.81,5.82,5.67,5.69,3179321,18204740
2019/1/15,5.84,6.08,5.83,5.84,11757593,69675344
2019/1/16,5.83,6.06,5.82,5.89,13061776,77429344
2019/1/17,5.78,6,5.72,5.74,8075535,47025896
2019/1/18,5.6,5.73,5.6,5.66,7043932,39792392
2019/1/21,5.67,5.72,5.63,5.68,3630114,20618132
2019/1/22,5.68,5.68,5.56,5.57,3507056,19690596
2019/1/23,5.55,5.58,5.5,5.57,2852431,15821688
2019/1/24,5.6,5.69,5.55,5.62,3772503,21248186
2019/1/25,5.62,5.67,5.56,5.58,3683742,20687526
2019/1/28,5.58,5.65,5.52,5.54,2849473,15946664
2019/1/29,5.45,5.46,5.21,5.33,5866722,31336634
2019/1/30,5.34,5.34,5.23,5.25,2718300,14398151
2019/1/31,5.26,5.33,5.07,5.13,3927471,20435278
2019/2/1,5.17,5.29,5.17,5.25,2339292,12252272
2019/2/11,5.27,5.36,5.26,5.36,3738272,19901550
2019/2/12,5.37,5.52,5.35,5.46,4100531,22245336
2019/2/13,5.46,5.63,5.42,5.63,6742851,37398792
2019/2/14,5.64,5.64,5.53,5.58,6115292,34041972
2019/2/15,5.6,5.67,5.55,5.56,6127466,34303316
2019/2/18,5.58,5.73,5.57,5.69,7633568,43165568
2019/2/19,5.7,5.75,5.63,5.72,8431194,47954536
2019/2/20,5.73,5.73,5.64,5.71,5228903,29810450
2019/2/21,5.71,5.89,5.67,5.68,9417800,54422036
2019/2/22,5.65,5.77,5.64,5.77,6237404,35631176
2019/2/25,5.8,6.03,5.8,6.01,14897135,88453432
2019/2/26,6,6.13,5.92,5.98,13790826,83056824
2019/2/27,5.98,6.11,5.94,6.01,9852142,59393996
2019/2/28,5.99,6.2,5.97,6.1,12035626,73183744
2019/3/1,6.07,6.71,6.06,6.71,45355802,295681536
2019/3/4,6.9,7.38,6.88,7.09,74411220,530535456
2019/3/5,6.9,7.14,6.83,7.11,43787423,306269024
2019/3/6,7.01,7.79,6.89,7.4,54962098,395927488
2019/3/7,7.27,7.38,7.14,7.24,42708032,309338400
2019/3/8,7.04,7.54,6.87,7,43721924,312185888
2019/3/11,7.56,7.7,7.1,7.35,40285731,295815552
2019/3/12,7.29,7.78,7.16,7.62,52120006,384820608
2019/3/13,7.5,7.56,7.14,7.16,33330814,246011088
2019/3/14,7.1,7.2,6.68,6.83,23744703,163787360
2019/3/15,6.92,6.97,6.74,6.84,13109777,90128360
2019/3/18,6.85,6.94,6.74,6.93,14842285,101670904
2019/3/19,6.93,7.02,6.83,6.88,13549568,93732000
2019/3/20,6.85,6.95,6.73,6.94,12186929,83378024
2019/3/21,6.96,6.98,6.86,6.94,17128653,118768624
2019/3/22,6.89,6.92,6.76,6.83,14071279,96142288
2019/3/25,6.71,7.2,6.66,6.92,21070771,146336080
2019/3/26,6.9,6.94,6.67,6.73,11898077,80792936
2019/3/27,6.76,6.82,6.57,6.68,10453518,69523680
2019/3/28,6.66,6.81,6.62,6.69,9418999,63330156
2019/3/29,6.62,6.82,6.61,6.8,10865299,73112632
2019/4/1,6.8,7.07,6.8,7.01,16829199,117093248
2019/4/2,7.02,7.15,6.91,7.01,16538462,116331696
2019/4/3,6.93,7.06,6.89,7.05,11713921,81881408
2019/4/4,7.09,7.22,6.98,7.16,19905174,141421456
2019/4/8,7.28,7.5,7.1,7.16,24514129,178683872
2019/4/9,7,7.12,6.95,7.06,12937998,91089920
2019/4/10,7.04,7.04,6.86,6.94,10651831,73925000
2019/4/11,6.92,6.99,6.77,6.79,9971595,68510696
2019/4/12,6.81,6.91,6.77,6.85,6550337,44729452
2019/4/15,7.12,7.2,6.87,6.9,13508077,95167376
2019/4/16,6.86,7.14,6.83,7.11,12126325,84850776
2019/4/17,7.09,7.12,7.03,7.08,11855481,83859024
2019/4/18,7.1,7.12,7.03,7.07,9248570,65365516
2019/4/19,7.07,7.2,7.02,7.18,12300890,87464048
2019/4/22,7.18,7.3,7,7.03,13375423,95644304
2019/4/23,6.96,7.06,6.75,6.85,14304697,97942168
2019/4/24,6.82,6.91,6.74,6.89,6774682,46210596
2019/4/25,6.87,6.87,6.51,6.58,10487536,70094832
2019/4/26,6.55,6.64,6.39,6.4,8546473,55184676
2019/4/29,6.41,6.45,6.2,6.22,8089059,50825176
2019/4/30,6.23,6.33,6.23,6.28,3994335,25115024
2019/5/6,6.18,6.18,5.65,5.86,11670114,68639784
2019/5/7,5.9,6.23,5.85,6.23,10958807,66024352
2019/5/8,6.85,6.85,6.85,6.85,5316293,36416608
2019/5/9,7.18,7.42,6.9,6.91,69055734,493818816
2019/5/10,7.03,7.43,6.53,7.15,57532568,408550528
2019/5/13,7.3,7.83,7.21,7.35,68893712,518199104
2019/5/14,7.15,7.32,7.02,7.19,43080854,308004928
2019/5/15,7.27,7.77,7.07,7.66,68742860,514136096
2019/5/16,7.5,8.14,7.46,7.87,73083977,573183552
2019/5/17,7.8,7.8,7.24,7.44,52038140,393089824
2019/5/20,7.47,7.52,6.95,7.25,33394143,239944064
2019/5/21,7.15,7.65,7.13,7.57,45842332,339369472
2019/5/22,7.48,7.51,7.05,7.19,40104661,291698816
2019/5/23,7.08,7.09,6.47,6.55,40960722,277478432
2019/5/24,6.38,6.59,6.31,6.31,16371692,105587656
2019/5/27,6.36,6.59,6.27,6.56,15337660,99304776
2019/5/28,6.47,6.75,6.43,6.48,24083898,158372080
2019/5/29,6.6,6.73,6.46,6.48,19830652,130523576
2019/5/30,6.4,6.41,6.23,6.38,15909322,100670168
2019/5/31,6.4,6.4,6.25,6.34,11715970,74077688
2019/6/3,6.43,6.43,6.08,6.1,12233050,75889584
数据来源:通达信,,,,,,
