002223 鱼跃医疗 日线 不复权,,,,,,
"      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额",,,,,,
2019/5/17,23.14,23.15,22.27,22.28,8716156,196815664
2019/5/20,22.28,22.45,21.87,22.34,4735224,105217296
2019/5/21,22.5,23.68,22.34,23.47,11271823,261977280
2019/5/22,23.48,23.88,23.22,23.81,8736969,206739584
2019/5/23,23.81,23.81,23.05,23.3,5389999,125711112
2019/5/24,23.28,23.55,23.03,23.26,3904755,91083728
2019/5/27,23.25,23.73,23.08,23.62,5631121,132214992
2019/5/28,23.69,23.71,23.2,23.28,5584896,130937600
2019/5/29,23.06,23.49,23,23.26,3834445,89160208
2019/5/30,23.25,23.25,22.46,22.71,5398486,122422512
2019/5/31,22.56,23.18,22.42,22.92,5333084,121970880
2019/6/3,23.17,23.49,22.72,23.13,5644738,130463104
数据来源:通达信,,,,,,
