date_transaction,opening_price,close_price,low_price,high_price,turnover_volume,turnover_amount,focus,amplitude,amplitude_rate,opening_price_Standardization,closing_price_Standardization,low_price_Standardization,high_price_Standardization,turnover_rate,price_earnings,book_value_per_share,capitalization,turnover_volume_growth_rate,opening_price_growth_rate,closing_price_growth_rate,closing_minus_opening_price_growth_rate,high_price_proportion,low_price_proportion,sum_2_turnover_volume_growth_rate,sum_2_opening_price_growth_rate,sum_2_closing_price_growth_rate,sum_2_closing_minus_opening_price_growth_rate,sum_2_high_price_proportion,sum_2_low_price_proportion,sum_2_KLine_Intuitive_Momentum,sum_3_turnover_volume_growth_rate,sum_3_opening_price_growth_rate,sum_3_closing_price_growth_rate,sum_3_closing_minus_opening_price_growth_rate,sum_3_high_price_proportion,sum_3_low_price_proportion,sum_3_KLine_Intuitive_Momentum,sum_5_turnover_volume_growth_rate,sum_5_opening_price_growth_rate,sum_5_closing_price_growth_rate,sum_5_closing_minus_opening_price_growth_rate,sum_5_high_price_proportion,sum_5_low_price_proportion,sum_5_KLine_Intuitive_Momentum,sum_7_turnover_volume_growth_rate,sum_7_opening_price_growth_rate,sum_7_closing_price_growth_rate,sum_7_closing_minus_opening_price_growth_rate,sum_7_high_price_proportion,sum_7_low_price_proportion,sum_7_KLine_Intuitive_Momentum,sum_10_turnover_volume_growth_rate,sum_10_opening_price_growth_rate,sum_10_closing_price_growth_rate,sum_10_closing_minus_opening_price_growth_rate,sum_10_high_price_proportion,sum_10_low_price_proportion,sum_10_KLine_Intuitive_Momentum,average_5_closing_price,average_10_closing_price,average_20_closing_price,average_30_closing_price,Pdata_0,Plower,Pupper,weight
2019-01-02,5.58,5.56,5.53,5.61,1977595,10999130.0,5.57,0.033665016461207,0.006043988592676301,0.2970442628929953,-0.29704426289302166,-1.1881770515720076,1.1881770515720076,,,,,0.0,0.0,0.0,-0.0035842293906810374,0.9946524064171123,0.9946043165467627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.066977292949101,-inf,inf,0.9999590516358928
2019-01-03,5.53,5.48,5.48,5.61,2725576,15099156.0,5.525,0.061373175465073176,0.011108267052501931,0.08146881698903359,-0.7332193529013168,-0.7332193529013168,1.3849698888136002,,,,,0.3782275946288294,-0.008960573476702427,-0.014388489208632893,-0.009041591320072317,0.9857397504456328,1.0,0.1891137973144147,-0.0044802867383512135,-0.0071942446043164465,-0.010833706015412836,1.4830659536541888,1.4973021582733814,0.18939465506772754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.09207105515971085,-inf,inf,1.0
2019-01-04,5.38,5.62,5.36,5.64,3832336,21295238.0,5.5,0.15055453054181606,0.027373551007602918,-0.7970533969860872,0.7970533969860872,-0.9298956298170988,0.9298956298170988,,,,,0.40606462633953333,-0.027124773960217063,0.025547445255474477,0.04460966542750944,0.9964539007092199,0.996282527881041,0.595178423653948,-0.03160506069856828,0.009176600325579015,0.02004443488373664,1.4893237759320364,1.496282527881041,0.594176589101579,0.4388109040613908,-0.02206565974090134,0.005318373038795293,0.010054908024541885,1.9851645364786792,1.9944839667299619,0.438144174647441,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.3227580143014647,-inf,inf,0.999987361437116
2019-01-07,5.65,5.74,5.64,5.83,5130448,29493386.0,5.715,0.08888194417315594,0.015552396180779693,-0.7313071356019095,0.2812719752315098,-0.8438159256945195,1.2938510860649293,,,,,0.3387260407229429,0.05018587360594795,0.021352313167259718,0.015929203539823078,0.9845626072041167,0.9982300884955752,0.5417583538927095,0.01831174331291971,0.034126035794996956,0.0382340362535778,1.4827895575587267,1.4963713524360958,0.5462068512965256,0.7355116564922415,0.0026819308915078614,0.023990574535202588,0.029441365736544874,1.977445124492141,1.9957517737496024,0.7386107360746097,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,140790.5254018215,-inf,inf,0.9992702583857012
2019-01-08,5.72,5.95,5.72,5.96,6463996,37922940.0,5.8375,0.13573871960498246,0.023252885585435965,-0.8656336257034181,0.8287981522692245,-0.8656336257034181,0.9024690991375985,,,,,0.25992817781215205,0.012389380530973382,0.03658536585365857,0.04020979020979021,0.9983221476510068,1.0,0.4292911981736235,0.03748231733394736,0.04726152243728843,0.04817439197970175,1.4906034512530653,1.4991150442477876,0.43841385767008834,0.6211004137406251,0.027550555961046108,0.059336056383656535,0.0656991477121754,1.9868485193568244,1.9975809016240635,0.6437563354146839,0.7406710592366065,0.013071594259568213,0.04024633098775998,0.046097978416426544,2.977070955301508,2.9952744508344376,0.7625880502438398,,,,,,,,,,,,,,,5.67,0.0,0.0,0.0,,,,0.9980271606808814
2019-01-09,5.98,5.9,5.83,6.01,6972060,41282712.0,5.93,0.08124038404635955,0.013699896129234326,0.6154574548966728,-0.36927447293799054,-1.2309149097933236,0.9847319278346633,,,,,0.07859905853902127,0.045454545454545636,-0.008403361344537785,-0.013377926421404673,0.9950083194675542,0.988135593220339,0.2085631474450973,0.05164923572003233,0.00494466079114575,0.0033634843417452154,1.4941693932930575,1.4881355932203388,0.20898640171377583,0.3647931906547702,0.07044275701051053,0.018204000635060037,0.016951532072732547,1.988743953636264,1.987545622718864,0.3707329355058747,0.7278485946840878,0.046229734713964944,0.026866771536777738,0.02966703440347022,2.980133112283644,2.9855866574701007,0.7471432088827862,,,,,,,,,,,,,,,5.738000000000001,0.0,0.0,0.0,,,,0.9966886093838614
2019-01-10,5.83,5.83,5.79,5.96,3743742,21988690.0,5.8525,0.07410578025138566,0.012662243528643428,-0.303620040483674,-0.303620040483674,-0.8433890013435403,1.4506290823108883,,,,,-0.46303646268104404,-0.025083612040133874,-0.011864406779661052,0.0,0.9781879194630873,0.9931389365351629,-0.2118684667057667,-0.0011781696564305277,-0.016066087451929945,-0.0033444816053511683,1.4756920791968644,1.4872067331453325,-0.2117418939049472,-0.06165075536252698,0.014594011862191962,-0.007579391133606542,0.0014948819296645402,1.9743008483251256,1.9852293320153889,-0.06160965599848187,0.2558243035242649,0.02611954174188891,0.013926141955999838,0.021511224948958397,2.966303686651225,2.9821959520858723,0.2634446135831564,0.4543405534397404,0.015951239797404454,0.011187576964998076,0.018162844342745996,3.9575314470792105,3.979594052748623,0.46210370236226056,,,,,,,,5.808,0.0,0.0,0.0,,,,0.9978334329193858
2019-01-11,5.83,5.98,5.82,6.0,5630548,33369096.0,5.907500000000001,0.09569918146637062,0.016199607527104632,-0.8098292881139703,0.7575822372678999,-0.9143233898060924,0.9665704406521443,,,,,0.5039893240506423,0.0,0.025728987993139052,0.025728987993139052,0.9966666666666667,0.9982847341337908,0.13623554635506016,-0.006270903010033468,0.009898392301654263,0.012864493996569526,1.4857606263982104,1.4948542024013722,0.1363391909191877,0.2505623484466454,-0.0005236309584135679,0.0014358460190774872,0.007089893062001387,1.980461386131243,1.9897558895640124,0.250587834530103,0.5042063567258366,0.021346014597362375,0.020966741288652047,0.025393895700443286,2.972463374418895,2.9853232569932393,0.5137410893810459,0.820914095399252,0.013082208769991372,0.028236931177336298,0.03591701277976118,3.9637799635519158,3.9821085779282877,0.8443387997309603,,,,,,,,5.880000000000001,0.0,0.0,0.0,,,,0.9970457924028208
2019-01-14,5.96,5.9,5.83,6.0,4318895,25466692.0,5.922499999999999,0.07410578025138563,0.012512584255193861,0.5060334008061316,-0.30362004048366215,-1.2482157219884316,1.045802361665998,,,,,-0.23295299143173986,0.022298456260720467,-0.013377926421404673,-0.010067114093959662,0.9933333333333333,0.988135593220339,0.009520835296790653,0.011149228130360234,-0.0002567162124175737,0.0013986899513049322,1.4916666666666667,1.4872779602872344,0.00955463504194259,-0.14620135842791582,0.004645750749114171,-0.005837599566830226,0.0023618481893776795,1.983840417598807,1.9847050614879205,-0.14621244190073876,0.08766008331498516,0.02276485688442397,-0.0031546435901126657,0.005282745509579102,2.975247175661742,2.9779009797366047,0.08857794092101368,0.3697236855419239,0.03258578345857947,0.0157099080767418,0.023631070932546315,3.9664073952270655,3.973948188253497,0.38771286326938253,,,,,,,,5.912000000000001,0.0,0.0,0.0,,,,0.9968099238662262
2019-01-15,5.88,6.0,5.86,6.01,5450315,32489140.0,5.9375,0.07847504911329022,0.013216850376975195,-0.7327169673636068,0.7964314862647885,-0.9875750429683336,0.9238605240671519,,,,,0.26196978625319667,-0.01342281879194629,0.016949152542372836,0.020408163265306145,0.9983361064891847,0.9965986394557824,0.07274664526866337,-0.0011367953307930279,0.00513009466583525,0.007687303109163157,1.4950027731558513,1.4906664360659518,0.07281505664732478,0.23487682030633167,0.00048093957173356294,0.014044115377522863,0.01708585859891063,1.9927805509336292,1.988117279647272,0.23586005244957375,0.19941912414770796,0.0013893641965942657,0.0026773524645650765,0.010046511800696364,2.9812796048345973,2.980960647770461,0.1997822173896059,0.42328256900653605,0.0202426056117367,0.018539640847050433,0.025925113050469857,3.972952802502681,3.975945760068387,0.4391646526066136,0.7159114216149424,0.013079793404718428,0.024709119084239322,0.03272385500825165,5.459941452777966,5.470264297585157,0.7528453199276121,5.922,5.796,0.0,0.0,,,,0.9965650425219015
