002219 新里程 日线 不复权,,,,,,
"      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额",,,,,,
2019/1/2,3.47,3.53,3.44,3.49,11182968,38949304
2019/1/3,3.52,3.52,3.41,3.43,8214500,28482904
2019/1/4,3.43,3.52,3.33,3.5,10426206,36073108
2019/1/7,3.52,3.59,3.5,3.57,10619344,37727388
2019/1/8,3.57,3.62,3.54,3.58,10115313,36288032
2019/1/9,3.55,3.63,3.55,3.57,12610386,45272868
2019/1/10,3.54,3.79,3.53,3.66,20242013,73807128
2019/1/11,3.64,3.64,3.58,3.61,12104823,43648196
2019/1/14,3.62,3.62,3.52,3.53,8708750,31031260
2019/1/15,3.52,3.59,3.5,3.55,6499100,23079366
2019/1/16,3.57,3.57,3.42,3.43,17483004,61079040
2019/1/17,3.46,3.48,3.36,3.37,13926505,47343220
2019/1/18,3.38,3.44,3.37,3.43,10211888,34743020
2019/1/21,3.38,3.44,3.37,3.39,9453361,32188794
2019/1/22,3.43,3.43,3.34,3.35,9326250,31542062
2019/1/23,3.35,3.37,3.28,3.32,6151813,20430792
2019/1/24,3.34,3.35,3.28,3.34,7996963,26486050
2019/1/25,3.34,3.34,3.24,3.25,8468000,27913374
2019/1/28,3.25,3.28,3.12,3.13,10258943,32666846
2019/1/29,3.13,3.15,3,3.05,9610214,29518436
2019/1/30,3.04,3.06,2.98,2.99,9175889,27670646
2019/1/31,2.99,2.99,2.69,2.7,25687037,71302256
2019/2/1,2.75,2.93,2.69,2.92,13659781,38537572
2019/2/11,3,3.02,2.93,2.99,9280205,27691356
2019/2/12,3.01,3.25,2.95,3.15,18011650,56143384
2019/2/13,3.15,3.17,3.11,3.15,14585832,45706656
2019/2/14,3.15,3.22,3.12,3.18,11692508,36922872
2019/2/15,3.16,3.24,3.14,3.15,12788990,40715536
2019/2/18,3.15,3.26,3.15,3.26,15812262,51058932
2019/2/19,3.28,3.49,3.28,3.38,28588343,96071616
2019/2/20,3.42,3.49,3.32,3.4,20146497,68328656
2019/2/21,3.4,3.45,3.31,3.34,20783306,69985712
2019/2/22,3.33,3.5,3.3,3.48,22500964,76943224
2019/2/25,3.48,3.83,3.47,3.7,62165650,228624144
2019/2/26,3.65,3.79,3.61,3.68,49500512,183232672
2019/2/27,3.68,3.76,3.62,3.75,34247369,126881872
2019/2/28,3.72,3.94,3.62,3.83,43336064,165772176
2019/3/1,3.77,3.92,3.72,3.79,34953612,133118704
2019/3/4,3.79,3.88,3.74,3.78,39464759,150757808
2019/3/5,3.77,3.85,3.74,3.85,34533451,131248152
2019/3/6,3.86,4.11,3.82,4.04,68024692,270231296
2019/3/7,4.03,4.44,3.96,4.34,82938286,356153920
2019/3/8,4.06,4.26,3.91,3.91,66014313,269923040
2019/3/11,3.89,4.09,3.83,4.07,44164237,175097184
2019/3/12,4.07,4.27,4.02,4.19,49580256,204749312
2019/3/13,4.18,4.29,4.06,4.22,49926355,209483072
2019/3/14,4.53,4.64,4.22,4.23,111792093,502957600
